created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,latitude,longitude,elevation,status
2026-07-23T07:05:56+00:00,292,37.1,27.3,62.9,3.7,9.2,26,25.4,,,,
2026-07-23T07:06:18+00:00,293,36.3,27.3,62.4,3.7,9.1,25.8,25.2,,,,
2026-07-23T07:06:40+00:00,294,35.4,27.3,62,3.7,9,25.6,25,,,,
2026-07-23T07:07:01+00:00,295,35.7,27.3,61.7,3.7,9,25.4,24.8,,,,
2026-07-23T07:07:25+00:00,296,34.6,27.3,61.2,3.7,8.9,25.2,24.6,,,,
2026-07-23T07:07:47+00:00,297,34.6,27.3,61,3.7,8.8,25.1,24.5,,,,
2026-07-23T07:08:09+00:00,298,34.6,27.2,60.8,3.7,8.8,24.9,24.3,,,,
2026-07-23T07:08:32+00:00,299,34.6,27.2,60.4,3.7,8.7,24.8,24.2,,,,
2026-07-23T07:08:54+00:00,300,34,27.3,60.1,3.7,8.7,24.7,24,,,,
2026-07-23T07:09:15+00:00,301,34.1,27.2,60,3.7,8.6,24.6,24,,,,
2026-07-23T07:09:37+00:00,302,34.1,27.2,59.7,3.7,8.6,24.5,23.9,,,,
2026-07-23T07:09:58+00:00,303,35,27.3,59.5,3.7,8.5,24.4,23.8,,,,
2026-07-23T07:10:20+00:00,304,34.1,27.3,59.3,3.7,8.5,24.3,23.7,,,,
2026-07-23T07:10:42+00:00,305,33.4,27.2,59,3.7,8.4,24.1,23.5,,,,
2026-07-23T07:11:04+00:00,306,33.6,27.2,58.8,3.7,8.4,24,23.4,,,,
2026-07-23T07:11:26+00:00,307,32.6,27.2,58.6,3.7,8.3,23.9,23.3,,,,
2026-07-23T07:11:48+00:00,308,33.8,27.2,58.5,3.7,8.3,23.9,23.3,,,,
2026-07-23T07:12:10+00:00,309,32.7,27.1,58.3,3.7,8.3,23.8,23.2,,,,
2026-07-23T07:12:31+00:00,310,33.3,27.2,58.1,3.7,8.2,23.7,23.1,,,,
2026-07-23T07:12:53+00:00,311,32.6,27.2,58,3.7,8.2,23.6,23,,,,
2026-07-23T07:13:15+00:00,312,32.7,27.2,57.8,3.7,8.2,23.6,22.9,,,,
2026-07-23T07:13:37+00:00,313,33.6,27.2,57.7,3.7,8.1,23.5,22.9,,,,
2026-07-23T07:13:59+00:00,314,32.9,27.2,57.6,3.7,8.1,23.5,22.8,,,,
2026-07-23T07:14:20+00:00,315,32.6,27.2,57.4,3.7,8.1,23.4,22.7,,,,
2026-07-23T07:14:42+00:00,316,32.4,27.2,57.2,3.7,8,23.3,22.6,,,,
2026-07-23T07:15:05+00:00,317,32.4,27.2,57.2,3.7,8,23.3,22.6,,,,
2026-07-23T07:15:27+00:00,318,32.8,27.2,57,3.7,8,23.2,22.5,,,,
2026-07-23T07:15:48+00:00,319,33.6,27.2,56.9,3.7,8,23.1,22.5,,,,
2026-07-23T07:16:11+00:00,320,32.4,27.2,56.8,3.6,8,23.1,22.4,,,,
2026-07-23T07:16:32+00:00,321,31.9,27.2,56.6,3.7,7.9,23,22.3,,,,
2026-07-23T07:16:54+00:00,322,32.7,27.2,56.6,3.6,7.9,23,22.3,,,,
2026-07-23T07:17:16+00:00,323,32.4,27.2,56.4,3.6,7.9,22.9,22.3,,,,
2026-07-23T07:17:38+00:00,324,32,27.2,56.4,3.6,7.9,22.9,22.3,,,,
2026-07-23T07:18:00+00:00,325,32.6,27.2,56.3,3.6,7.9,22.8,22.2,,,,
2026-07-23T07:18:23+00:00,326,32.4,27.2,56.2,3.6,7.8,22.8,22.2,,,,
2026-07-23T07:18:45+00:00,327,32,27.2,56.1,3.6,7.8,22.7,22.1,,,,
2026-07-23T07:19:07+00:00,328,32.2,27.2,55.9,3.6,7.8,22.6,22,,,,
2026-07-23T07:19:29+00:00,329,32.3,27.2,55.8,3.6,7.8,22.6,22,,,,
2026-07-23T07:19:50+00:00,330,6.5,25.7,17.4,5.3,0,4.1,3.3,,,,
2026-07-23T07:20:12+00:00,331,2.6,25.1,0,7.9,0,0,0,,,,
2026-07-23T07:20:34+00:00,332,0,27.8,0,7.2,0,0,0,,,,
2026-07-23T07:20:56+00:00,333,0,25.5,0,9,0,0,0,,,,
2026-07-23T07:21:18+00:00,334,0,25.3,0,9,0,0,0,,,,
2026-07-23T07:21:40+00:00,335,0,26.1,0,9,0,0,0,,,,
2026-07-23T07:22:01+00:00,336,2.8,27.6,0,9,0,0,0,,,,
2026-07-23T07:22:23+00:00,337,0,29.7,0,9,0,0,0,,,,
2026-07-23T07:22:44+00:00,338,0,30.7,0,9,0,0,0,,,,
2026-07-23T07:23:07+00:00,339,0,31.7,0,9,0,0,0,,,,
2026-07-23T07:23:28+00:00,340,0,31.9,0,9,0,0,0,,,,
2026-07-23T07:23:50+00:00,341,42.2,27.1,87.2,7.7,14.3,37.7,37.2,,,,
2026-07-23T07:24:11+00:00,342,42,26.9,87.1,7,14.3,37.7,37.2,,,,
2026-07-23T07:24:33+00:00,343,40,26.8,86.3,6.8,14.1,37.3,36.8,,,,
2026-07-23T07:24:54+00:00,344,40.4,26.8,86.3,6.6,14.1,37.3,36.8,,,,
2026-07-23T07:25:17+00:00,345,41.7,26.8,86.3,6.4,14.1,37.3,36.8,,,,
2026-07-23T07:25:38+00:00,346,41.6,26.8,86.3,6.3,14.1,37.3,36.8,,,,
2026-07-23T07:26:00+00:00,347,40.8,26.8,86.3,6.1,14.1,37.3,36.8,,,,
2026-07-23T07:26:21+00:00,348,40.1,26.8,86.2,5.9,14.1,37.2,36.7,,,,
2026-07-23T07:26:43+00:00,349,41,26.8,86.2,5.8,14.1,37.2,36.7,,,,
2026-07-23T07:27:05+00:00,350,40.1,26.8,86.2,5.8,14.1,37.2,36.7,,,,
2026-07-23T07:27:26+00:00,351,41.3,26.9,86.3,5.8,14.1,37.3,36.8,,,,
2026-07-23T07:27:48+00:00,352,41,26.8,86.2,5.7,14.1,37.2,36.7,,,,
2026-07-23T07:28:10+00:00,353,41,26.8,86.1,5.6,14.1,37.2,36.7,,,,
2026-07-23T07:28:32+00:00,354,42.1,26.8,86.1,5.6,14.1,37.2,36.7,,,,
2026-07-23T07:28:53+00:00,355,41.5,26.8,86,5.5,14.1,37.2,36.6,,,,
2026-07-23T07:29:15+00:00,356,41.7,26.8,86.1,5.4,14.1,37.2,36.7,,,,
2026-07-23T07:29:37+00:00,357,40.8,26.8,86,5.4,14.1,37.2,36.6,,,,
2026-07-23T07:29:58+00:00,358,41.9,26.8,86.1,5.3,14.1,37.2,36.7,,,,
2026-07-23T07:30:20+00:00,359,42.3,26.8,85.9,5.3,14,37.1,36.6,,,,
2026-07-23T07:30:42+00:00,360,41,26.8,85.9,5.2,14,37.1,36.6,,,,
2026-07-23T07:31:04+00:00,361,40,26.9,85.9,5.2,14,37.1,36.6,,,,
2026-07-23T07:31:26+00:00,362,41.3,26.8,85.9,5.1,14,37.1,36.6,,,,
2026-07-23T07:31:48+00:00,363,40.7,26.9,85.8,5.1,14,37.1,36.5,,,,
2026-07-23T07:32:10+00:00,364,40.9,26.8,85.8,5.1,14,37.1,36.5,,,,
2026-07-23T07:32:31+00:00,365,39.5,26.9,85.8,5,14,37.1,36.5,,,,
2026-07-23T07:32:53+00:00,366,39.5,26.9,85.8,5,14,37.1,36.5,,,,
2026-07-23T07:33:15+00:00,367,40.4,26.9,85.8,4.9,14,37.1,36.5,,,,
2026-07-23T07:33:37+00:00,368,40,26.9,85.8,4.9,14,37.1,36.5,,,,
2026-07-23T07:33:59+00:00,369,40,26.9,85.7,4.9,14,37,36.5,,,,
2026-07-23T07:34:21+00:00,370,40.1,26.9,85.7,4.9,14,37,36.5,,,,
2026-07-23T07:34:43+00:00,371,40.5,26.8,85.7,4.8,14,37,36.5,,,,
2026-07-23T07:35:06+00:00,372,41.3,26.9,85.5,4.8,14,36.9,36.4,,,,
2026-07-23T07:35:28+00:00,373,40,26.9,85.5,4.8,14,36.9,36.4,,,,
2026-07-23T07:35:50+00:00,374,41.3,26.9,85.6,4.7,14,37,36.4,,,,
2026-07-23T07:36:14+00:00,375,40,26.8,85.7,4.7,14,37,36.5,,,,
2026-07-23T07:36:36+00:00,376,40.7,26.9,85.5,4.7,14,36.9,36.4,,,,
2026-07-23T07:36:57+00:00,377,40.8,26.9,85.4,4.7,13.9,36.9,36.3,,,,
2026-07-23T07:37:19+00:00,378,40.9,26.9,85.4,4.7,13.9,36.9,36.3,,,,
2026-07-23T07:37:41+00:00,379,41.8,26.9,85.5,4.6,14,36.9,36.4,,,,
2026-07-23T07:38:02+00:00,380,41.5,26.9,85.5,4.6,14,36.9,36.4,,,,
2026-07-23T07:38:24+00:00,381,40,26.9,85.5,4.6,14,36.9,36.4,,,,
2026-07-23T07:38:46+00:00,382,40,26.9,85.4,4.6,13.9,36.9,36.3,,,,
2026-07-23T07:39:08+00:00,383,41.6,26.9,85.4,4.6,13.9,36.9,36.3,,,,
2026-07-23T07:39:30+00:00,384,39.5,26.9,85.4,4.6,13.9,36.9,36.3,,,,
2026-07-23T07:39:51+00:00,385,39.4,26.9,85.5,4.5,14,36.9,36.4,,,,
2026-07-23T07:40:13+00:00,386,39.5,26.9,85.4,4.5,13.9,36.9,36.3,,,,
2026-07-23T07:40:36+00:00,387,40,26.9,85.4,4.5,13.9,36.9,36.3,,,,
2026-07-23T07:40:57+00:00,388,40.4,26.9,85.4,4.5,13.9,36.9,36.3,,,,
2026-07-23T07:41:19+00:00,389,89.6,26.7,18,6.5,0,4.4,3.6,,,,
2026-07-23T07:41:41+00:00,390,80,28.2,18,7.9,0,4.4,3.6,,,,
2026-07-23T07:42:04+00:00,391,0,28.1,0,8.2,0,0,0,,,,
2026-07-23T07:42:28+00:00,392,5.7,29.2,0,9,0,0,0,,,,
2026-07-23T07:42:50+00:00,393,2,30.7,0,9,0,0,0,,,,
2026-07-23T07:43:14+00:00,394,2.6,30.7,0,8.9,0,0,0,,,,
2026-07-23T07:43:36+00:00,395,2.3,30.7,0,8.7,0,0,0,,,,
2026-07-23T07:43:59+00:00,396,0,30.8,0,8.3,0,0,0,,,,
2026-07-23T07:44:48+00:00,397,81,32.2,222,7.7,42.4,102.7,102.8,,,,
2026-07-23T07:45:10+00:00,398,83.5,32.2,222.4,7.6,42.5,102.9,103,,,,
2026-07-23T07:45:31+00:00,399,81.7,32.2,222.4,7.5,42.5,102.8,102.8,,,,
2026-07-23T07:45:53+00:00,400,82.3,32.2,222,7.4,42.4,102.7,102.8,,,,
2026-07-23T07:46:15+00:00,401,84,32.1,221.4,7.4,42.3,102.5,102.5,,,,
2026-07-23T07:46:37+00:00,402,81.4,32.1,221.7,7.3,42.4,102.6,102.6,,,,
2026-07-23T07:46:58+00:00,403,82.3,32.1,221.4,7.3,42.3,102.5,102.5,,,,
2026-07-23T07:47:20+00:00,404,81,32.1,221.7,7.2,42.4,102.6,102.6,,,,
2026-07-23T07:47:42+00:00,405,84.6,32.1,221.4,7.2,42.3,102.5,102.5,,,,
2026-07-23T07:48:03+00:00,406,81.4,32,221.4,7.1,42.3,102.5,102.5,,,,
2026-07-23T07:48:25+00:00,407,82.3,32,221.7,7.1,42.3,102.5,102.5,,,,
2026-07-23T07:48:46+00:00,408,82.5,32,221.4,7.1,42.3,102.5,102.5,,,,
2026-07-23T07:49:08+00:00,409,82.5,31.9,221.4,7,42.3,102.5,102.5,,,,
2026-07-23T07:49:30+00:00,410,84,31.9,220.8,7,42.2,102.2,102.2,,,,
2026-07-23T07:49:51+00:00,411,84.4,31.9,221.4,7,42.3,102.5,102.5,,,,
2026-07-23T07:50:13+00:00,412,84.6,31.9,221.4,7,42.3,102.5,102.5,,,,
2026-07-23T07:50:34+00:00,413,82.5,31.9,220.8,6.9,42.2,102.2,102.2,,,,
2026-07-23T07:50:56+00:00,414,81,31.9,221.1,6.9,42.3,102.3,102.3,,,,
2026-07-23T07:51:18+00:00,415,81,31.8,220.4,6.9,42.1,102,102,,,,
2026-07-23T07:51:39+00:00,416,82.3,31.8,220.7,6.8,42.2,102.1,102.1,,,,
2026-07-23T07:52:01+00:00,417,84.6,31.8,221.1,6.8,42.3,102.3,102.3,,,,
2026-07-23T07:52:23+00:00,418,84.4,31.8,220.8,6.8,42.2,102.2,102.2,,,,
2026-07-23T07:52:44+00:00,419,84.4,31.8,221.1,6.7,42.3,102.3,102.3,,,,
2026-07-23T07:53:06+00:00,420,85,31.8,220.7,6.7,42.2,102.1,102.1,,,,
2026-07-23T07:53:28+00:00,421,81.4,31.8,220.4,6.7,42.1,102,102,,,,
2026-07-23T07:53:49+00:00,422,84.4,31.8,220.7,6.6,42.2,102.1,102.1,,,,
2026-07-23T07:54:11+00:00,423,86,31.8,220.1,6.6,42,101.8,101.8,,,,
2026-07-23T07:54:33+00:00,424,82.5,31.7,219.8,6.6,42,101.7,101.7,,,,
2026-07-23T07:54:54+00:00,425,85,31.8,220.4,6.5,42.1,102,102.2,,,,
2026-07-23T07:55:16+00:00,426,84,31.7,220.4,6.5,42.1,101.8,101.8,,,,
2026-07-23T07:55:38+00:00,427,84.6,31.7,220.1,6.5,42.2,102.1,102.1,,,,
2026-07-23T07:55:59+00:00,428,84,31.7,219.8,6.5,42,101.7,101.7,,,,
2026-07-23T07:56:21+00:00,429,84.4,31.6,219.8,6.5,42,101.7,101.7,,,,
2026-07-23T07:56:43+00:00,430,86.5,31.6,219.8,6.4,42,101.7,101.7,,,,
2026-07-23T07:57:04+00:00,431,84,31.6,220.8,6.4,42.2,102.2,102.2,,,,
2026-07-23T07:57:26+00:00,432,84.8,31.5,219.8,6.4,42,101.7,101.7,,,,
2026-07-23T07:57:48+00:00,433,84.8,31.6,219.5,6.4,41.9,101.5,101.5,,,,
2026-07-23T07:58:09+00:00,434,82.3,31.6,219.8,6.4,42,101.7,101.7,,,,
2026-07-23T07:58:31+00:00,435,82.5,31.5,219.5,6.3,41.9,101.5,101.5,,,,
2026-07-23T07:58:52+00:00,436,84,31.6,219.2,6.3,41.9,101.4,101.4,,,,
2026-07-23T07:59:14+00:00,437,86.5,31.5,218.9,6.3,41.8,101.2,101.3,,,,
2026-07-23T07:59:36+00:00,438,84,31.6,219.2,6.3,41.9,101.4,101.4,,,,
2026-07-23T07:59:58+00:00,439,82.3,31.5,219.5,6.3,41.9,101.5,101.5,,,,
2026-07-23T09:32:07+00:00,440,0,0,0,0,0,0,0,,,,
2026-07-23T09:32:28+00:00,441,10.9,30.4,0,8.7,0,0,0,,,,
2026-07-23T09:32:49+00:00,442,9,30.3,0,8.6,0,0,0,,,,
2026-07-23T09:33:11+00:00,443,9.1,30.4,0,9,0,0,0,,,,
2026-07-23T09:35:36+00:00,444,10,30.3,14.2,7.1,0,2.5,1.7,,,,
2026-07-23T09:35:58+00:00,445,9,30.3,14.2,8.4,0,2.5,1.7,,,,
2026-07-23T09:36:20+00:00,446,9,30.3,14.2,8.4,0,2.5,1.7,,,,
2026-07-23T09:36:42+00:00,447,9.2,30.3,14.2,8.4,0,2.5,1.7,,,,
2026-07-23T09:37:03+00:00,448,10.5,30.3,14.2,6.9,0,2.5,1.7,,,,
2026-07-23T09:37:37+00:00,449,9.8,30.3,14.2,5,0,2.5,1.7,,,,
2026-07-23T09:37:59+00:00,450,9.8,30.3,14.2,6.9,0,2.5,1.7,,,,
2026-07-23T09:38:32+00:00,451,10.4,30.3,14.2,7,0,2.5,1.7,,,,
2026-07-23T09:38:54+00:00,452,10,30.3,14.2,7,0,2.5,1.7,,,,
2026-07-23T09:39:18+00:00,453,9.5,30.3,14.2,7,0,2.5,1.7,,,,
2026-07-23T09:39:39+00:00,454,10.3,30.3,14.2,7,0,2.5,1.7,,,,
2026-07-23T09:40:01+00:00,455,9.8,30.3,14.2,7,0,2.5,1.7,,,,
2026-07-23T09:40:23+00:00,456,10,30.3,14.2,7,0,2.5,1.7,,,,
2026-07-23T09:40:45+00:00,457,10.2,30.3,14.2,7,0,2.5,1.7,,,,
2026-07-23T09:41:06+00:00,458,9.9,30.3,14.2,7,0,2.5,1.7,,,,
2026-07-23T09:41:28+00:00,459,10.5,30.3,14.2,7.1,0,2.5,1.7,,,,
2026-07-23T09:41:50+00:00,460,9.7,30.3,14.2,7.1,0,2.5,1.7,,,,
2026-07-23T09:42:11+00:00,461,10.6,30.3,14.2,7.1,0,2.5,1.7,,,,
2026-07-23T09:42:33+00:00,462,10.2,30.3,14.2,7.1,0,2.5,1.7,,,,
2026-07-23T09:42:55+00:00,463,9.3,30.3,14.2,7.1,0,2.5,1.7,,,,
2026-07-23T09:43:17+00:00,464,9.4,30.3,14.2,7.1,0,2.5,1.7,,,,
2026-07-23T09:43:38+00:00,465,10,30.3,14.2,7.1,0,2.5,1.7,,,,
2026-07-23T09:44:00+00:00,466,9.9,30.3,14.2,7.1,0,2.5,1.7,,,,
2026-07-23T09:44:21+00:00,467,10.9,30.3,14.2,7.1,0,2.5,1.7,,,,
2026-07-23T09:44:43+00:00,468,9.1,30.3,14.2,7.1,0,2.5,1.7,,,,
2026-07-23T09:45:06+00:00,469,10.3,30.3,14.2,7.1,0,2.5,1.7,,,,
2026-07-23T09:45:28+00:00,470,9.1,30.2,14.2,7.1,0,2.5,1.7,,,,
2026-07-23T09:45:51+00:00,471,10,30.3,14.2,7.1,0,2.5,1.7,,,,
2026-07-23T09:46:12+00:00,472,9.8,30.3,14.2,7.1,0,2.5,1.7,,,,
2026-07-23T09:46:37+00:00,473,10,30.3,14.2,7.1,0,2.5,1.7,,,,
2026-07-23T09:46:59+00:00,474,9.4,30.3,14.2,7.1,0,2.5,1.7,,,,
2026-07-23T09:47:21+00:00,475,9.4,30.3,14.2,7.2,0,2.5,1.7,,,,
2026-07-23T09:47:46+00:00,476,9.6,30.3,14.2,7.2,0,2.5,1.7,,,,
2026-07-23T09:48:09+00:00,477,9.8,30.3,14.2,7.2,0,2.5,1.7,,,,
2026-07-23T09:48:30+00:00,478,9.2,30.3,14.2,7.2,0,2.5,1.7,,,,
2026-07-23T09:48:52+00:00,479,9.7,30.3,14.2,7.2,0,2.5,1.7,,,,
2026-07-23T09:49:14+00:00,480,9.4,30.3,14.2,7.2,0,2.5,1.7,,,,
2026-07-23T09:49:36+00:00,481,9.8,30.3,14.2,7.2,0,2.5,1.7,,,,
2026-07-23T09:49:57+00:00,482,9.1,30.3,14.2,7.2,0,2.5,1.7,,,,
2026-07-23T09:50:20+00:00,483,10.3,30.3,14.2,7.2,0,2.5,1.7,,,,
2026-07-23T09:50:41+00:00,484,0,31.6,0,9,0,0,0,,,,
2026-07-23T09:51:03+00:00,485,0,31.3,0,8.6,0,0,0,,,,
2026-07-23T09:51:24+00:00,486,21.3,30.4,14.3,8.7,0,2.6,1.8,,,,
2026-07-23T09:51:46+00:00,487,44.1,31,20.3,7.3,0.3,5.5,4.7,,,,
2026-07-23T09:52:08+00:00,488,42,31,20.2,7.1,0.3,5.4,4.6,,,,
2026-07-23T09:52:29+00:00,489,43.7,31,20.7,6.8,0.4,5.7,4.9,,,,
2026-07-23T09:52:51+00:00,490,43.5,31,20.7,6.7,0.4,5.7,4.9,,,,
2026-07-23T09:53:13+00:00,491,43.5,31,20.6,6.5,0.4,5.6,4.8,,,,
2026-07-23T09:53:35+00:00,492,40,31,20.4,6.1,0.4,5.5,4.7,,,,
2026-07-23T09:53:56+00:00,493,50.1,31,22.9,5.6,0.9,6.7,6,,,,
2026-07-23T09:54:18+00:00,494,47.3,30.9,21.7,5.3,0.6,6.1,5.4,,,,
2026-07-23T09:54:40+00:00,495,50.5,31,23,5.3,0.9,6.8,6,,,,
2026-07-23T09:55:02+00:00,496,50.7,31,23,5.9,0.9,6.8,6,,,,
2026-07-23T09:55:24+00:00,497,49.7,31,23,6,0.9,6.8,6,,,,
2026-07-23T09:55:46+00:00,498,48.9,31,23,6,0.9,6.8,6,,,,
2026-07-23T09:56:07+00:00,499,51.4,30.8,23,6,0.9,6.8,6,,,,
2026-07-23T09:56:29+00:00,500,49.7,31,23.1,5.9,0.9,6.8,6.1,,,,
2026-07-23T09:56:51+00:00,501,50.7,31,23.1,5.9,0.9,6.8,6.1,,,,
2026-07-23T09:57:12+00:00,502,52.8,31,23,5.9,0.9,6.8,6,,,,
2026-07-23T09:57:34+00:00,503,49.7,31,23.1,5.9,0.9,6.8,6.1,,,,
2026-07-23T09:57:55+00:00,504,51.6,31,23.1,5.8,0.9,6.8,6.1,,,,
2026-07-23T09:58:17+00:00,505,48.9,31,23.1,5.8,0.9,6.8,6.1,,,,
2026-07-23T09:58:38+00:00,506,52.4,31,23.1,5.7,0.9,6.8,6.1,,,,
2026-07-23T09:59:00+00:00,507,48.9,31,23.1,5.7,0.9,6.8,6.1,,,,
2026-07-23T09:59:22+00:00,508,50.5,31,23.1,5.6,0.9,6.8,6.1,,,,
2026-07-23T09:59:44+00:00,509,51.4,31,23.1,5.6,0.9,6.8,6.1,,,,
2026-07-23T10:00:06+00:00,510,49.5,31,23.1,5.6,0.9,6.8,6.1,,,,
2026-07-23T10:00:27+00:00,511,50.1,30.9,23.1,5.6,0.9,6.8,6.1,,,,
2026-07-23T10:00:49+00:00,512,49.7,31,23.1,5.6,0.9,6.8,6.1,,,,
2026-07-23T10:01:12+00:00,513,53,31,23.1,5.5,0.9,6.8,6.1,,,,
2026-07-23T10:01:33+00:00,514,50.1,31,23.1,5.5,0.9,6.8,6.1,,,,
2026-07-23T10:01:55+00:00,515,50.5,31,23.1,5.5,0.9,6.8,6.1,,,,
2026-07-23T10:02:16+00:00,516,50.5,31,23.1,5.5,0.9,6.8,6.1,,,,
2026-07-23T10:02:38+00:00,517,50.5,31,23.1,5.5,0.9,6.8,6.1,,,,
2026-07-23T10:02:59+00:00,518,49.7,31,23.1,5.5,0.9,6.8,6.1,,,,
2026-07-23T10:03:21+00:00,519,48.9,31,23.1,5.5,0.9,6.8,6.1,,,,
2026-07-23T10:03:43+00:00,520,48.9,31,23.1,5.5,0.9,6.8,6.1,,,,
2026-07-23T10:04:04+00:00,521,48.9,31,23.1,5.5,0.9,6.8,6.1,,,,
2026-07-23T10:04:26+00:00,522,51.6,31,23.1,5.5,0.9,6.8,6.1,,,,
2026-07-23T10:04:48+00:00,523,50.1,31,23.1,5.5,0.9,6.8,6.1,,,,
2026-07-23T10:05:09+00:00,524,50.7,31,23.1,5.5,0.9,6.8,6.1,,,,
2026-07-23T10:05:32+00:00,525,50.5,31,23.2,5.5,0.9,6.9,6.1,,,,
2026-07-23T10:05:54+00:00,526,50.1,31,23.2,5.5,0.9,6.9,6.1,,,,
2026-07-23T10:06:15+00:00,527,50.5,31,23.2,5.4,0.9,6.9,6.1,,,,
2026-07-23T10:06:37+00:00,528,52.8,30.9,23.2,5.4,0.9,6.9,6.1,,,,
2026-07-23T10:06:58+00:00,529,48.9,30.9,23.2,5.4,0.9,6.9,6.1,,,,
2026-07-23T10:07:20+00:00,530,51.4,31,23.2,5.4,0.9,6.9,6.1,,,,
2026-07-23T10:07:42+00:00,531,51.2,30.9,23.2,5.3,0.9,6.9,6.1,,,,
2026-07-23T10:11:37+00:00,532,38.3,28.7,24.3,5,1.2,7.4,6.6,,,,
2026-07-23T10:11:59+00:00,533,0,0,0,0,0,0,0,,,,
2026-07-23T10:12:55+00:00,534,0,0,0,0,0,0,0,,,,
2026-07-23T10:13:24+00:00,535,37.9,28.6,24.3,6.2,1.2,7.4,6.6,,,,
2026-07-23T10:13:47+00:00,536,45.8,28.3,24.4,7.7,1.2,7.4,6.7,,,,
2026-07-23T10:14:08+00:00,537,45.3,28.2,23.3,7.7,1,6.9,6.2,,,,
2026-07-23T10:14:29+00:00,538,45.3,28.2,23.3,7.3,1,6.9,6.2,,,,
2026-07-23T10:14:51+00:00,539,44.7,28.3,23.3,7.2,1,6.9,6.2,,,,
2026-07-23T10:15:13+00:00,540,45.9,28.2,23.3,7.1,1,6.9,6.2,,,,
2026-07-23T10:15:34+00:00,541,46.1,28.3,23.3,7,1,6.9,6.2,,,,
2026-07-23T10:15:55+00:00,542,44.7,28.3,23.4,7,1,7,6.2,,,,
2026-07-23T10:16:19+00:00,543,44.5,28.3,23.4,6.9,1,7,6.2,,,,
2026-07-23T10:16:43+00:00,544,44.8,28.3,23.3,6.8,1,6.9,6.2,,,,
2026-07-23T10:17:04+00:00,545,45.3,28.3,23.4,6.8,1,7,6.2,,,,
2026-07-23T10:17:26+00:00,546,44.8,28.2,23.4,6.7,1,7,6.2,,,,
2026-07-23T10:17:48+00:00,547,44.8,28.3,23.4,6.7,1,7,6.2,,,,
2026-07-23T10:18:11+00:00,548,47.2,28.3,23.4,6.7,1,7,6.2,,,,
2026-07-23T10:18:33+00:00,549,44.8,28.3,23.4,6.6,1,7,6.2,,,,
2026-07-23T10:18:54+00:00,550,44.8,28.3,23.4,6.6,1,7,6.2,,,,
2026-07-23T10:19:16+00:00,551,44.8,28.2,23.4,6.6,1,7,6.2,,,,
2026-07-23T10:19:37+00:00,552,45.7,28.3,23.4,6.5,1,7,6.2,,,,
2026-07-23T10:19:59+00:00,553,44.8,28.3,23.4,6.5,1,7,6.2,,,,
2026-07-23T10:20:20+00:00,554,44.7,28.2,23.4,6.5,1,7,6.2,,,,
2026-07-23T10:20:42+00:00,555,45.7,28.3,23.4,6.5,1,7,6.2,,,,
2026-07-23T10:21:04+00:00,556,44.7,28.3,23.3,6.5,1,6.9,6.2,,,,
2026-07-23T10:21:26+00:00,557,44.8,28.3,23.4,6.4,1,7,6.2,,,,
2026-07-23T10:21:49+00:00,558,46.7,28.3,23.4,6.4,1,7,6.2,,,,
2026-07-23T10:22:10+00:00,559,44.8,28.3,23.4,6.4,1,7,6.2,,,,
2026-07-23T10:22:32+00:00,560,45.3,28.3,23.4,6.4,1,7,6.2,,,,
2026-07-23T10:22:53+00:00,561,45.2,28.3,23.4,6.4,1,7,6.2,,,,
2026-07-23T10:23:15+00:00,562,45.3,28.2,23.4,6.4,1,7,6.2,,,,
2026-07-23T10:23:36+00:00,563,44.8,28.2,23.3,6.4,1,6.9,6.2,,,,
2026-07-23T10:23:59+00:00,564,45.6,28.3,23.3,6.4,1,6.9,6.2,,,,
2026-07-23T10:24:20+00:00,565,44.7,28.3,23.3,6.3,1,6.9,6.2,,,,
2026-07-23T10:24:43+00:00,566,47.2,28.3,23.3,6.3,1,6.9,6.2,,,,
2026-07-23T10:25:05+00:00,567,46.1,28.2,23.3,6.3,1,6.9,6.2,,,,
2026-07-23T10:25:26+00:00,568,46.6,28.3,23.3,6.3,1,6.9,6.2,,,,
2026-07-23T10:25:48+00:00,569,44.8,28.3,23.4,6.4,1,7,6.2,,,,
2026-07-23T10:26:10+00:00,570,45.2,28.2,23.3,6.3,1,6.9,6.2,,,,
2026-07-23T10:26:31+00:00,571,45.3,28.2,23.3,6.3,1,6.9,6.2,,,,
2026-07-23T10:26:53+00:00,572,46.8,28.2,23.4,6.3,1,7,6.2,,,,
2026-07-23T10:27:16+00:00,573,46.7,28.2,23.3,6.3,1,6.9,6.2,,,,
2026-07-23T10:27:38+00:00,574,46.1,28.3,23.3,6.4,1,6.9,6.2,,,,
2026-07-23T10:27:59+00:00,575,44.8,28.2,23.3,6.4,1,6.9,6.2,,,,
2026-07-23T10:28:21+00:00,576,45.3,28.3,23.3,6.4,1,6.9,6.2,,,,
2026-07-23T10:28:42+00:00,577,44.8,28.3,23.3,6.4,1,6.9,6.2,,,,
2026-07-23T10:29:04+00:00,578,44.7,28.2,23.3,6.4,1,6.9,6.2,,,,
2026-07-23T10:29:26+00:00,579,46.8,28.2,23.3,6.4,1,6.9,6.2,,,,
2026-07-23T10:29:47+00:00,580,46.1,28.2,23.3,6.4,1,6.9,6.2,,,,
2026-07-23T10:30:10+00:00,581,45,28.2,23.3,6.4,1,6.9,6.2,,,,
